loop,domain,checks,status,detail
611,d1_sql_surface,40,PASS,fixed_cost_due.py: SQL-Oberfläche sauber
612,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
613,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
614,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
615,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
616,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
617,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
618,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
619,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
620,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
621,d1_sql_surface,40,PASS,income_specials.py: SQL-Oberfläche sauber
622,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
623,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
624,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
625,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
626,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
627,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
628,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
629,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
630,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
631,d1_sql_surface,40,PASS,logging_config.py: SQL-Oberfläche sauber
632,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
633,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
634,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
635,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
636,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
637,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
638,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
639,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
640,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
641,d1_sql_surface,40,PASS,migrations.py: SQL-Oberfläche sauber
642,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
643,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
644,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
645,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
646,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
647,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
648,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
649,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
650,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
651,d1_sql_surface,40,PASS,month_close_model.py: SQL-Oberfläche sauber
652,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
653,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
654,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
655,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
656,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
657,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
658,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
659,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
660,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
661,d1_sql_surface,40,PASS,month_status.py: SQL-Oberfläche sauber
662,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
663,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
664,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
665,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
666,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
667,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
668,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
669,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
670,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
671,d1_sql_surface,40,PASS,overview_aggregation.py: SQL-Oberfläche sauber
672,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
673,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
674,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
675,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
676,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
677,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
678,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
679,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
680,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
681,d1_sql_surface,40,PASS,pot_reserve_model.py: SQL-Oberfläche sauber
682,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
683,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
684,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
685,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
686,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
687,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
688,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
689,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
690,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
691,d1_sql_surface,40,PASS,process_utils.py: SQL-Oberfläche sauber
692,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
693,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
694,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
695,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
696,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
697,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
698,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
699,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
700,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
701,d1_sql_surface,40,PASS,recurring_transactions_model.py: SQL-Oberfläche sauber
702,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
703,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
704,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
705,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
706,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
707,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
708,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
709,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
710,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
711,d1_sql_surface,40,PASS,restore_bundle.py: SQL-Oberfläche sauber
712,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
713,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
714,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
715,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
716,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
717,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
718,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
719,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
720,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
721,d1_sql_surface,40,PASS,savings_goals_model.py: SQL-Oberfläche sauber
722,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
723,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
724,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
725,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
726,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
727,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
728,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
729,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
730,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
731,d1_sql_surface,40,PASS,shortcuts_config.py: SQL-Oberfläche sauber
732,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
733,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
734,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
735,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
736,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
737,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
738,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
739,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
740,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
741,d1_sql_surface,40,PASS,tags_model.py: SQL-Oberfläche sauber
742,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
743,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
744,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
745,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
746,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
747,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
748,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
749,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
750,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
751,d1_sql_surface,40,PASS,tracking_model.py: SQL-Oberfläche sauber
752,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
753,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
754,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
755,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
756,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
757,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
758,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
759,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
760,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
761,d1_sql_surface,40,PASS,typ_constants.py: SQL-Oberfläche sauber
762,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
763,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
764,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
765,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
766,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
767,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
768,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
769,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
770,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
771,d1_sql_surface,40,PASS,undo_redo_model.py: SQL-Oberfläche sauber
772,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
773,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
774,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
775,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
776,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
777,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
778,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
779,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
780,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
781,d1_sql_surface,40,PASS,user_model.py: SQL-Oberfläche sauber
782,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
783,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
784,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
785,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
786,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
787,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
788,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
789,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
790,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
791,d1_sql_surface,40,PASS,year_copy_rules.py: SQL-Oberfläche sauber
792,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
793,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
794,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
795,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
796,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
797,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
798,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
799,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
800,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
801,d1_sql_surface,40,PASS,__init__.py: SQL-Oberfläche sauber
802,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
803,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
804,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
805,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
806,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
807,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
808,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
809,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
810,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
811,d1_sql_surface,40,PASS,app_paths.py: SQL-Oberfläche sauber
812,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
813,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
814,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
815,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
816,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
817,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
818,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
819,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
820,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
821,d1_sql_surface,40,PASS,backup_auth.py: SQL-Oberfläche sauber
822,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
823,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
824,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
825,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
826,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
827,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
828,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
829,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
830,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
831,d1_sql_surface,40,PASS,budget_learning.py: SQL-Oberfläche sauber
832,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
833,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
834,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
835,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
836,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
837,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
838,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
839,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
840,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
841,d1_sql_surface,40,PASS,budget_model.py: SQL-Oberfläche sauber
842,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
843,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
844,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
845,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
846,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
847,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
848,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
849,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
850,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
851,d1_sql_surface,40,PASS,budget_modes.py: SQL-Oberfläche sauber
852,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
853,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
854,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
855,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
856,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
857,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
858,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
859,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
860,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
861,d1_sql_surface,40,PASS,budget_overview_model.py: SQL-Oberfläche sauber
862,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
863,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
864,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
865,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
866,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
867,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
868,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
869,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
870,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
871,d1_sql_surface,40,PASS,budget_suggestion_engine.py: SQL-Oberfläche sauber
872,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
873,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
874,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
875,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
876,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
877,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
878,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
879,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
880,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
881,d1_sql_surface,40,PASS,budget_warnings_model_extended.py: SQL-Oberfläche sauber
882,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
883,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
884,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
885,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
886,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
887,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
888,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
889,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
890,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
891,d1_sql_surface,40,PASS,category_forecast_mode.py: SQL-Oberfläche sauber
892,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
893,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
894,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
895,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
896,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
897,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
898,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
899,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
900,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
901,d1_sql_surface,40,PASS,category_model.py: SQL-Oberfläche sauber
902,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
903,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
904,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
905,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
906,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
907,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
908,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
909,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
910,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
911,d1_sql_surface,40,PASS,coverage_model.py: SQL-Oberfläche sauber
912,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
913,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
914,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
915,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
